,T,CTL,FTR,VZ
842,40.2962,26.9171,76.3473,52.4667
843,40.2875,26.9392,73.8784,52.6367
844,40.2478,26.665,72.1267,52.8301
845,40.4101,27.5097,73.6443,52.9311
846,40.403,27.206,74.8567,53.1762
847,40.6355,27.3047,76.4968,53.5644
848,40.7881,27.7361,77.6676,53.7271
849,41.0848,27.9888,77.5204,54.1144
850,41.3376,28.0578,77.0053,54.1675
851,41.6729,28.4257,76.4268,54.47
852,41.6938,27.9738,73.5246,54.6096
853,41.798,26.9025,70.0696,54.5353
854,41.9955,27.6742,70.94,54.7106
855,42.3974,28.2978,72.7204,55.0917
856,43.0914,28.8063,73.571,55.5397
857,43.3209,29.1863,74.0521,55.9931
858,43.5692,28.9476,74.2104,56.6454
859,42.8054,29.2292,72.8081,55.8855
860,42.4815,29.3692,73.5483,55.5267
861,42.4642,29.995,74.8642,55.7515
862,42.4343,30.327,74.0266,55.7505
863,42.4352,30.8215,76.0605,55.6248
864,42.6073,30.823,76.1342,55.8102
865,42.7602,31.2182,76.4701,55.868
866,42.897,31.3912,77.2563,55.8538
867,42.7958,30.7552,77.1916,55.9151
868,42.7584,30.466,76.03,55.689
869,42.6492,30.4953,75.3142,55.5439
870,42.5632,30.6325,76.6579,55.4715
871,43.134,30.8963,77.498,55.9765
872,42.8437,30.8522,77.3298,55.8101
873,42.515,30.6848,77.3028,54.9516
874,42.716,30.6174,76.7627,55.1278
875,42.5105,30.8023,76.6245,54.83
876,43.1941,31.3004,77.5381,55.4079
877,43.256,31.0378,76.6874,54.7987
878,43.0905,30.5445,71.9716,54.0215
879,43.0399,30.4179,72.2416,53.8452
880,43.0678,29.7631,73.1111,53.9365
881,43.0542,30.0131,73.3507,53.6103
882,42.9215,30.2644,73.857,53.5662
883,42.9594,30.1374,73.999,53.6586
884,43.1881,30.2496,73.377,53.7926
885,43.3785,30.392,72.7289,53.8786
886,43.3192,30.101,72.5869,53.6902
887,43.0966,30.02,73.1931,53.6721
888,42.2784,29.5529,72.825,53.0161
889,41.6976,29.1191,71.0897,52.8535
890,41.3294,29.1142,71.6515,52.7505
891,40.8872,28.8265,70.4048,52.449
892,40.819,28.9474,69.6416,52.5098
893,40.9063,29.1421,69.7931,52.6497
894,40.8147,29.0545,69.9577,52.4561
895,41.0251,29.1845,69.5037,52.6659
896,40.8393,28.9255,69.2781,52.3235
897,40.9567,28.8026,69.7766,52.4844
898,40.8558,28.5923,69.6929,52.1812
899,40.8234,27.8454,69.08,52.2767
900,40.8734,27.7343,68.3651,52.4375
901,40.9627,27.9256,68.3198,52.7855
902,41.1834,28.1444,69.6925,53.5273
903,41.1654,28.284,71.0289,53.5822
904,41.2408,28.3227,71.3185,53.6265
905,40.0713,28.3398,69.7172,52.2102
906,40.4226,27.8749,68.6081,52.3912
907,39.9994,27.4094,66.4202,51.4553
908,39.9584,27.4659,66.4964,51.5238
909,40.2318,27.2311,65.67,51.7387
910,40.1654,26.7988,63.0915,51.835
911,40.0489,27.0481,63.9519,51.2783
912,40.0331,26.8684,63.7017,51.362
913,40.3734,26.8849,62.5321,51.6546
914,41.0039,27.3841,63.6195,52.2753
915,41.1756,27.4274,64.895,52.5784
916,41.2328,27.334,65.3351,52.2061
917,41.428,27.3545,65.2918,52.3548
918,40.7742,27.3856,64.7557,52.0066
919,40.8103,27.5554,64.3237,52.1702
920,40.7573,27.5273,63.0955,52.2056
921,40.7515,27.4559,62.5998,51.8096
922,40.0437,27.215,61.0948,51.3391
923,39.086,27.0111,60.6469,50.2579
924,39.0755,26.8663,59.4034,50.2008
925,38.9344,27.822,62.5227,50.0848
926,38.87,27.8924,62.4516,50.1303
927,39.0359,27.7355,62.199,49.8805
928,39.2994,27.6267,60.9942,50.2613
929,39.2807,27.4281,59.8344,50.1819
930,39.3594,27.4287,59.4215,50.3931
931,39.3243,27.3539,58.6368,50.377
932,39.3005,27.8477,60.6488,50.3128
933,39.4424,28.1576,61.2807,50.475
934,38.7113,27.9338,60.9989,49.1134
935,37.6216,28.1486,61.3476,48.3336
936,36.8467,28.3266,61.2452,48.3881
937,36.7975,28.4524,61.6193,47.9606
938,36.4985,28.2307,61.3333,47.7404
939,36.676,31.1645,62.4562,48.3435
940,36.6075,30.5619,61.624,48.3046
941,36.7235,26.9936,60.5645,48.1568
942,36.6115,25.2125,59.3963,47.8209
943,36.4485,24.4953,52.8241,47.0925
944,36.7548,23.3169,48.7761,46.9975
945,36.5969,23.2395,47.417,47.1247
946,36.7853,23.3084,48.509,47.2782
947,36.9867,24.097,48.8862,47.6746
948,37.2549,24.1361,47.5823,47.6057
949,36.6981,24.1529,47.975,46.7534
950,36.4324,23.7894,47.6387,46.6714
951,36.2104,24.2911,48.2024,46.2814
952,36.5426,24.4586,49.0166,47.0826
953,37.049,24.5421,50.5635,47.6791
954,37.5005,24.4408,51.1299,47.9247
955,37.4603,24.6752,51.0496,47.9088
956,37.6277,25.3053,52.4363,48.1904
957,38.4378,25.3865,53.7565,49.3119
958,38.7126,24.4841,54.0044,50.0793
959,39.0679,24.67,55.1654,50.6001
960,39.4951,24.6818,56.0356,51.016
961,39.4825,24.3103,55.3977,50.9588
962,38.81,23.8463,55.041,50.1975
963,38.6207,23.5379,53.1352,49.7788
964,38.7149,23.8028,52.4509,49.8907
965,38.7537,24.046,51.7111,49.8461
966,39.2074,23.9827,52.4046,50.3579
967,40.1315,24.2438,54.5555,51.064
968,40.4982,24.1528,55.2473,51.1415
969,40.3007,24.1412,55.243,51.3304
970,41.1103,24.0476,53.2023,51.9122
971,41.3409,24.3223,51.5602,52.2756
972,41.2812,24.0057,51.6542,51.932
973,41.4785,23.8015,51.8181,51.8404
974,41.6001,24.0377,52.8313,52.1192
975,41.9593,24.1614,53.1897,52.8572
976,42.5174,24.2158,52.3775,53.1475
977,42.4359,23.9416,50.083,53.1396
978,42.6164,23.819,50.1682,53.527
979,42.6382,24.0023,51.0682,53.6172
980,42.6505,24.1115,51.4534,53.6101
981,42.5839,24.041,50.6162,53.5057
982,42.6913,24.0523,50.4482,53.7657
983,42.5653,23.8055,50.6645,53.4021
984,42.8223,25.1054,52.7578,54.4007
985,42.7989,25.4807,54.6024,54.5531
986,42.6605,25.4138,55.6343,54.5809
987,41.504,25.41,55.8242,53.3321
988,41.007,25.3173,55.4207,52.7939
989,40.8222,25.207,54.8549,52.8222
990,40.5168,25.1407,54.1269,52.4245
991,40.9018,25.0448,53.0067,52.606
992,40.9334,25.232,53.134,52.567
993,40.9735,25.2684,53.1178,52.7514
994,40.9329,25.5083,53.0363,52.3684
995,40.9033,25.5026,51.9766,52.3623
996,41.5572,25.6397,52.2073,52.8013
997,41.8014,25.6385,52.5071,52.4111
998,41.3047,25.592,52.4054,50.145
999,41.3215,25.6752,51.5542,49.6158
1000,41.513,25.8897,52.1519,49.0551
1001,41.9747,25.9599,52.7058,49.4612
1002,41.8103,25.6895,51.9982,49.3673
1003,42.056,25.8394,52.2043,49.1361
1004,42.1143,25.6999,51.2997,48.6278
1005,41.2544,25.231,50.4027,48.1082
1006,41.3173,25.3892,51.2142,48.5344
1007,41.0939,25.15,50.5131,48.1054
1008,41.0402,24.8637,49.3678,47.9846
1009,41.2046,24.4335,49.2293,48.4099
1010,41.294,24.3177,49.2332,48.7969
1011,41.3587,24.412,49.4107,48.9652
1012,40.7066,24.6417,49.3782,48.4739
1013,40.6083,24.5256,49.8828,48.182
1014,40.8891,24.3844,49.6225,47.974
1015,41.2013,24.2948,49.6953,48.3075
1016,41.219,24.2214,48.9009,48.8339
1017,41.6415,24.5789,49.2122,49.4402
1018,41.583,24.7973,50.1589,49.5966
1019,41.8297,24.7193,50.6418,50.1746
1020,42.2349,24.5551,50.8788,50.5809
1021,41.8739,24.5913,49.982,50.0045
1022,41.7649,24.2866,44.4056,49.6095
1023,41.9792,23.799,43.7144,49.7126
1024,41.9969,23.6617,42.5402,49.8928
1025,41.9283,23.4904,42.7486,50.0006
1026,41.8551,23.1212,41.3153,50.0046
1027,41.8421,22.6231,39.1928,49.5872
1028,41.7645,22.5143,38.4485,49.1048
1029,41.9549,22.7163,38.8941,49.2406
1030,42.3024,23.005,40.0895,49.2949
1031,42.3219,23.3265,37.6179,49.3903
1032,42.1437,23.2817,36.4386,49.3815
1033,42.4192,23.6343,35.6937,49.914
1034,42.4688,23.4779,37.2345,50.0367
1035,42.5749,23.6367,37.0833,50.2884
1036,42.4569,23.6428,36.4279,50.2939
1037,42.179,23.3958,35.8061,50.3173
1038,41.7069,22.9245,31.07,49.6705
1039,41.6875,22.7214,29.8485,49.6751
1040,41.7087,22.7775,30.5473,49.6754
1041,41.5147,22.5101,30.3612,49.1788
1042,41.4519,22.4678,29.9147,49.0682
1043,41.5466,23.0204,29.9876,49.1673
1044,41.6384,23.2889,31.8607,49.056
1045,41.6835,23.5439,32.1171,48.851
1046,41.513,23.5005,31.1753,49.0196
1047,41.5699,23.8228,31.6162,49.1644
1048,41.6118,24.185,32.1273,49.3268
1049,40.748,24.4577,31.6571,48.4482
1050,40.676,24.6986,31.3636,48.7608
1051,40.4394,24.8281,31.3871,48.6021
1052,40.2474,24.8573,30.9906,48.5422
1053,40.4111,25.026,30.7864,48.7163
1054,40.4601,25.1409,29.6159,48.7483
1055,40.3415,25.3178,29.553,48.8363
1056,40.2785,25.1066,29.1497,49.0651
1057,40.2979,25.229,28.5262,49.2098
1058,40.2858,25.4082,28.8024,48.2377
1059,40.0304,25.2947,28.9547,47.5456
1060,40.0072,25.4519,28.5275,47.0981
1061,39.9259,25.7614,29.4218,46.8371
1062,40.2431,25.9407,28.9047,47.1869
1063,40.1107,25.8706,28.8291,46.8957
1064,39.7183,25.5794,27.6799,46.1075
1065,39.2821,25.5183,27.8416,45.9763
1066,38.9997,25.8014,28.4927,45.9097
1067,38.4224,25.4944,25.1565,46.0812
1068,37.9627,23.7402,22.2715,45.9239
1069,38.4193,23.6117,21.7089,46.5484
1070,38.4881,24.3826,22.6133,46.5535
1071,38.2579,24.971,21.4662,46.3734
1072,38.4363,25.0711,20.0445,46.4283
1073,38.4087,24.6213,18.9327,46.098
1074,38.4658,24.6001,18.2064,45.9709
1075,38.5701,24.717,19.056,45.464
1076,38.3917,24.7434,20.0016,45.4329
1077,37.6767,24.626,20.3007,44.6419
1078,37.9416,24.4964,19.6266,44.9932
1079,38.1674,24.8586,21.3377,45.2616
1080,38.2405,24.9,22.424,45.4361
1081,38.3001,25.2273,21.4476,45.4906
1082,38.1671,24.9817,20.7361,45.0564
1083,38.2522,24.924,20.6166,45.2605
1084,38.1034,24.8418,20.1297,45.3573
1085,38.5103,24.9457,20.156,46.0251
1086,38.6082,24.8828,19.5519,46.5885
1087,38.7146,25.7742,19.9634,46.3886
1088,38.8925,25.7711,19.6566,46.6296
1089,38.7645,25.8769,19.1575,46.2428
1090,38.7826,25.8459,19.0399,46.5694
1091,38.7199,25.7498,18.392,46.5124
1092,38.5908,25.9444,18.3844,46.2313
1093,38.6784,26.0358,18.5517,46.4856
1094,39.0898,26.4672,19.1111,47.2254
1095,38.7567,27.002,19.8026,46.5998
1096,38.6505,27.2296,19.5053,46.5901
1097,38.7986,27.2456,19.6239,46.6352
1098,38.9034,25.7981,20.3939,46.6499
1099,38.8423,25.4958,20.017,46.46
1100,38.7123,24.69,18.5603,45.9618
1101,38.1987,24.3999,17.2909,45.4468
1102,38.1629,24.3441,17.0111,45.4482
1103,37.9691,24.3667,18.0448,45.3809
1104,38.139,24.5478,17.4383,45.77
1105,37.7599,24.6694,17.5901,44.9342
1106,37.9125,24.9067,17.7188,44.8549
1107,37.7731,24.301,17.8347,44.6221
1108,37.7041,24.0021,17.5831,44.5574
1109,38.0037,23.9655,17.3281,44.8841
1110,38.0249,23.7222,17.4601,44.6206
1111,37.4088,23.9277,16.652,43.7307
1112,36.9585,23.6548,15.861,43.4016
1113,36.9202,23.5663,15.6154,43.2911
1114,36.6404,23.3396,13.7887,42.9678
1115,36.7879,22.7776,13.4586,43.1977
1116,36.3262,22.6901,13.6621,43.3787
1117,36.3031,23.0388,14.7399,43.6504
1118,36.3156,22.975,14.4784,43.6591
1119,36.0495,22.4253,14.0658,43.4761
1120,35.9782,22.6227,14.2888,43.3652
1121,36.4791,23.0709,14.942,44.1518
1122,36.4512,23.386,14.8086,44.0957
1123,36.3041,22.9839,14.5801,43.8533
1124,36.2747,22.9733,14.936,44.0001
1125,37.8835,22.8576,14.9942,44.4674
1126,39.1504,23.4212,15.701,47.3172
1127,39.1365,23.2503,15.4952,47.765
1128,38.9712,23.2962,15.6309,48.2178
1129,38.9387,23.3398,15.686,49.1284
1130,38.342,23.6408,17.0604,48.2595
1131,38.2982,22.2696,14.8162,48.4529
1132,38.3042,22.624,15.6426,48.6507
1133,38.5027,22.4049,15.6762,48.838
1134,38.5032,22.046,15.4435,48.654
1135,38.2816,21.7994,14.9428,48.3375
1136,38.2954,21.7599,15.1143,48.0723
1137,38.1726,21.71,14.8236,47.9691
1138,38.46,21.9371,15.0467,48.6744
1139,38.1854,20.9574,14.4816,48.4487
1140,38.1827,20.89,14.2142,48.3452
1141,37.828,19.8642,13.9268,48.1657
1142,37.4323,19.0189,13.4943,47.7075
1143,37.629,19.1198,12.9304,48.1576
1144,37.8532,19.6313,12.1876,48.2178
1145,37.9528,20.3784,12.2534,48.4004
1146,37.7589,20.1782,12.6535,48.3596
1147,37.9905,20.2541,12.714,48.7567
1148,37.8807,20.5387,13.1866,48.5246
1149,37.8465,20.6346,13.6824,48.5386
1150,37.7064,20.5003,13.4109,48.1866
1151,37.5866,19.7683,13.4726,48.0566
1152,37.4941,20.0388,13.7249,47.9144
1153,37.1028,19.6669,13.8042,47.4523
1154,36.7025,19.239,13.9267,46.9835
1155,36.0154,18.7491,13.5883,46.473
1156,35.442,18.4962,13.1195,46.0224
1157,35.6907,18.3461,13.3285,46.2427
1158,36.178,19.0252,13.8629,46.7522
1159,36.4914,19.0155,13.6108,47.0783
1160,36.3785,18.7143,12.8276,47.2455
1161,36.8026,18.9357,13.1097,47.6085
1162,37.2765,18.4455,12.6247,47.903
1163,38.0494,18.533,12.0587,49.1216
1164,38.4575,18.6652,12.0801,49.4017
1165,38.2529,18.4749,11.7812,49.0351
1166,38.4951,18.4839,11.7706,49.7312
1167,39.025,19.2362,12.2252,49.9692
1168,38.8998,19.3686,12.2521,49.6778
1169,38.7232,19.3572,12.2869,49.4849
1170,38.9567,19.2227,12.5279,49.4016
1171,39.0753,18.9372,11.9156,49.459
1172,39.191,19.2195,11.9967,49.4102
1173,39.3554,19.7882,12.5746,49.7859
1174,39.5156,20.1534,12.4001,49.831
1175,39.5829,20.1001,12.2965,49.8136
1176,38.6873,19.8137,12.0676,48.8916
1177,38.3144,20.037,12.5668,48.9898
1178,38.4712,20.2523,12.4758,49.2001
1179,38.2619,20.2991,12.1895,48.867
1180,36.4272,20.3134,12.0925,48.4207
1181,35.6799,20.3371,11.921,48.0293
1182,36.1218,19.8364,11.7596,48.0649
1183,36.1126,19.2874,11.5844,48.3045
1184,35.7835,18.7798,11.3903,48.3532
1185,35.838,18.4946,11.35,49.8737
1186,35.513,18.916,11.5612,49.3178
1187,35.3768,18.8674,11.5405,49.2213
1188,34.9448,18.8282,11.4189,48.9901
1189,33.6384,18.5335,11.3931,48.5332
1190,33.7412,18.494,11.4738,48.9785
1191,33.8832,17.766,11.7143,48.9646
1192,33.7349,17.7528,11.7153,48.1337
1193,33.659,18.6473,11.8912,47.8694
1194,33.4841,17.9399,9.4336,47.8163
1195,33.3335,17.7205,9.0394,47.5002
1196,33.2068,16.7144,8.1019,47.4464
1197,32.7478,16.4534,7.7886,45.3621
1198,32.9707,16.3641,8.1298,45.2543
1199,33.1338,16.2202,7.9756,45.3426
1200,33.9393,15.1499,7.9554,45.0665
1201,34.2232,15.3298,6.9321,44.8926
1202,34.2327,15.3278,6.9314,44.8379
1203,33.8283,14.543,6.4624,44.3574
1204,33.8857,14.5814,6.5568,44.162
1205,34.3276,14.8128,6.8232,44.5136
1206,34.6212,14.8176,6.9341,45.3821
1207,34.6376,14.7657,7.3008,46.0507
1208,34.4853,14.5587,7.1138,46.2165
1209,34.7361,14.3361,7.7024,47.023
1210,34.8426,13.8918,7.0651,47.0019
1211,34.735,13.7178,7.5909,47.6171
1212,35.127,13.5358,7.8019,48.3833
1213,36.2847,14.3523,8.3526,49.9724
1214,36.4722,14.4943,8.5392,50.7003
1215,36.4014,14.264,8.4649,51.115
1216,37.3336,14.7009,9.0838,51.9165
1217,36.7891,14.4977,8.9946,51.1181
1218,36.1714,13.9418,8.8316,50.5871
1219,36.232,14.1062,9.1325,50.5141
1220,36.5133,14.5096,9.8146,50.8386
1221,36.7668,15.8387,10.2509,51.59
1222,37.7946,15.7577,9.9407,52.9996
1223,37.88,16.5747,10.218,52.8064
1224,37.8561,16.5595,8.8161,52.3845
1225,38.191,16.9317,8.2134,52.6337
1226,38.5472,17.5995,8.1933,53.1653
1227,38.2775,17.4574,7.6557,53.0706
1228,38.5992,17.4116,7.4395,52.9863
1229,38.9368,17.3458,7.2274,53.0938
1230,38.8762,17.3092,6.9609,53.3099
1231,39.1225,17.3703,7.0495,53.3583
1232,38.9252,17.0663,6.8155,53.2752
1233,39.0879,17.0008,6.8574,53.35
1234,38.9978,16.8363,6.9075,53.0751
1235,38.5477,17.2258,7.0859,53.3232
1236,37.8584,17.1711,7.2468,52.5603
1237,37.8497,16.7607,7.2039,52.5107
1238,37.9884,16.9852,7.2669,52.4985
1239,38.1897,17.189,7.2914,52.4371
1240,37.6822,16.8531,7.4373,51.8793
1241,36.8103,17.2627,7.3091,51.529
1242,36.5481,17.4527,7.7826,51.9645
1243,36.7282,17.3081,8.0626,51.9672
1244,36.758,17.3374,8.0108,51.7118
1245,36.7576,17.3699,7.6221,51.5601
1246,37.1075,17.3799,7.2621,52.0482
1247,37.1459,17.1837,7.5094,51.6044
1248,37.6406,17.5003,8.3982,52.9777
1249,37.3152,17.3391,8.2782,53.46
1250,37.1261,17.4656,8.278,54.0837
1251,37.284,17.7976,8.2276,54.3527
1252,37.6349,18.0768,8.2866,54.5924
1253,37.3409,18.0587,8.1527,54.0612
1254,37.5537,17.8266,8.0386,54.0728
1255,37.6193,17.7577,8.1591,53.9928
1256,39.0551,17.9059,8.1057,54.2734
1257,38.2782,18.0114,8.257,53.3704
1258,37.4639,17.1722,7.8433,51.6712
